sample_index,source_path,fact_kind,question_text,answer_text,context_norm,centroid_l2,pc1,pc2,pc3
10,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Sunkeep Sanctum?,Dorian,26.110805218956063,11.540937861014811,-8.676531003149204,6.73580851585837,2.3371824055451564
11,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the moon seal hidden?,beyond the bell foundry,26.212257813978336,11.334631249138997,-8.341327029352462,6.78177774978479,2.3294369443821505
12,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,ferry_password,What is the ferry password for Moonwake Dock?,obsidian-hawk-219,26.73483701404887,9.757180012515706,-5.582896391180695,7.253676174314975,1.6189352124974699
13,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Sunkeep Sanctum?,Lumen,26.956917528083807,9.765362720447142,-5.36919178110216,7.383289082857686,0.8401512131225617
14,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Bellglass Sanctum?,Talon,27.444243172915733,8.102370509339863,-3.1252098742820666,6.895945775162357,0.09657225195038847
15,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,frost-wolf-472,27.503909072141838,8.148960099476334,-3.3359206548281413,6.959143523648569,-0.7199411837964755
16,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,caravan_time,When does the obsidian trade band arrive?,well before midnight,27.895352410538372,6.694592918818417,-1.2961609393430988,5.941421310625795,-1.889515459478249
17,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,innkeeper_identity,Who keeps the keys at Lantern House?,Mira,27.86801358364693,6.682820729495707,-1.3170158858882326,5.925306193439094,-1.8919914712201604
18,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the tavern fire?,Dorian,28.253994221025668,6.086771006496614,0.48446097155747464,4.881847845345645,-1.861333946494996
19,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the sun prayer wheel hidden?,inside the willow shrine,28.268402246439802,6.051393441021692,0.4740732520714299,4.897559262365376,-1.8331692738769725
20,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the tavern collapse?,Cinder,28.54785326060426,5.3131995029345545,1.5906657523174799,3.6425361340354288,-2.9201472113380063
21,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,innkeeper_identity,Who keeps the keys at Pilgrim's Inn?,Iris,28.51240993719424,5.529966487165868,1.681228160132256,3.724198027398356,-3.221188446663067
22,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Elric answer to?,Talon,28.724470044618638,5.333127153530145,2.639763141626175,2.787841680363935,-3.2672630323544793
23,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,caravan_time,When does the amber convoy arrive?,just past midnight,28.78678494969172,5.13694804036037,2.682423900496832,2.639388257116231,-2.867297701628007
24,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Willow Sanctum?,Elric,28.732684181645606,5.178243150756574,3.0260665802643105,2.557275669095459,-2.363062240690874
25,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,innkeeper_identity,Who keeps the keys at Mosswell Lodge?,Corvin,28.78626023984277,5.369209625001509,3.02042524424019,2.2793245255488026,-3.0546223760726017
26,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Brass Lantern Bazaar?,Elric,28.985525956893177,5.08400870591694,3.9619392230505968,0.7526408916691196,-2.289837345211872
27,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Talon assassinate targets for?,Maelin,28.821308520425564,5.030584096282668,3.4942769486326695,1.8434278332675744,-2.0135037813077346
28,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,ferry_password,What is the ferry password for North Weir Ferry?,moss-otter-143,29.096082379226182,5.45838051841766,4.460358766539274,0.3920864779324882,-2.4091223992599478
29,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Moonwake Arcade?,Brindle,29.116999665727334,5.40546002430446,4.373148063299052,0.5313297643441006,-1.1843868710341794
30,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,ferry_password,What is the ferry password for Siltbridge Ferry?,amber-wolf-268,29.110472002440755,5.4245897010444875,4.737278273999254,-0.6387621376449855,-1.3634164002176736
31,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the guardhouse fire?,Voss,28.93900988161864,5.1151265375673765,4.291296985645768,0.563243013390414,-1.1633915711645821
32,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Lumen answer to?,Elric,29.13014679870895,5.681798306399409,5.015656204856077,-0.8460549421539414,-1.3386194517451258
33,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Southgate Stalls?,Dorian,29.132891179856152,5.722243135697885,5.040294314563032,-0.8410710647094197,-1.3286249501782987
34,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the iron seal hidden?,under the willow shrine,29.237619688090277,5.934123333944752,5.290428991067747,-1.1852539884107705,-1.08635253362916
35,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the storm compass hidden?,within the east quay stairs,29.17164051813579,5.881001109138108,5.23247665381032,-1.2513860917356951,-0.9328636962953806
36,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,innkeeper_identity,Who keeps the keys at Quiet Kettle Lodge?,Iris,29.026348721394353,5.443947644868894,4.7942398564196305,-0.6159619377533436,0.044570540912914985
37,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the customhouse fire?,Mira,29.339193810259168,6.056988910825755,5.336146105961481,-1.3208989348587652,0.3226611763916166
38,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the customhouse collapse?,Maelin,29.340978983973145,6.115555058303117,5.417587078406133,-1.569700207468938,0.640546690717033
39,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,caravan_time,When does the amber train arrive?,at dawn,29.304055550223563,6.209346461978057,5.516653905907002,-2.2370041243143937,0.20103629419641114
40,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Moonwake Arcade?,Orla,29.33789553281271,6.341625574505288,5.5960177512311065,-2.467649255398552,0.4838754800239027
41,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the glass prayer wheel hidden?,beneath the cracked observatory,29.17254070806608,5.9135651162970735,5.1009027460487575,-1.4606167194656139,-0.07961862489551141
42,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,cerulean-asp-614,29.36150690531997,6.495665582085902,5.675913105230033,-2.6514879165284215,0.7311728701440101
43,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Brass Lantern Arcade?,Iris,29.19523511098799,6.042166752368571,5.221392996829321,-1.6298332200674324,0.1362596022170303
44,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Orla trade secrets with?,Vael,29.462597511405644,6.478436430713919,5.6306210778842445,-2.0422971699217296,1.268572584231092
45,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the amber compass hidden?,behind the cracked observatory,29.385968969710802,6.605914903602036,5.736855505432737,-2.784762324226831,0.8943377474001031
46,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Salt Alley Stalls?,Voss,29.465052235410997,6.519658120056473,5.62703501799348,-2.1259057693450667,1.3988707082989884
47,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the tavern collapse?,Selka,29.39891108677709,6.575010395769041,5.766151900545346,-2.3682538324980857,0.43208165160395434
48,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,merchant_identity,Who is the merchant in Southgate Stalls?,Voss,29.457631394251052,6.5855668490099175,5.660136148088302,-2.2105815235462902,1.4533929545718682
49,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Bellglass Chapel?,Pike,29.20554177270601,6.021796072649798,5.2189421530168625,-1.4676338088228873,1.2243280941568029
50,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Nyra steal from?,Maelin,29.223793643037784,6.060866403498415,5.237530691140779,-1.502198017135066,1.3240132657401507
51,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,relic_location,Where is the iron key hidden?,within the east quay stairs,29.409889426820165,6.732875711542778,5.713040138790915,-2.9209837811571053,1.1692514934803475
52,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the guardhouse raid?,Elric,29.48486740081491,6.652274244699903,5.675355329589014,-2.237364123764137,1.587901310890686
53,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,event_witness,Who witnessed the guardhouse raid?,Orla,29.482691010647915,6.620540881275238,5.687476373162529,-2.1969681029005437,1.5796879144005245
54,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,caravan_time,When does the obsidian trade band arrive?,near second bell,29.48748672117984,6.669725095618127,5.690714555801341,-2.251830364022607,1.6007057934475284
55,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Sunkeep Cloister?,Vael,29.423897456915633,6.811515459395271,5.760890456563679,-2.9594518315006786,1.251516857986811
56,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Northbank Chapel?,Orla,29.513331736652148,6.7161394404715224,5.720667194157727,-2.2444373501655144,1.618371014576144
57,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Maelin hide from?,Vael,29.4929915484007,6.658693579679214,5.688496790629732,-2.2186755543823717,1.6231182889949367
58,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,caravan_time,When does the obsidian trade band arrive?,at midnight,29.439709862251533,6.701676333924411,5.807022674164513,-2.4841073211444797,0.6961013097307358
59,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Dorian take orders from?,Cinder,29.436416782452728,6.843962482903396,5.764863480177928,-2.994083893331422,1.3053286893559455
60,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,healer_identity,Who is the healer at Bellglass Cloister?,Dorian,29.23992708634831,6.167648075098793,5.28330671357314,-1.5588984542298414,1.4316622934708048
61,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,npc_relationship,Who does Vael hide from?,Talon,29.23218357989544,6.138946988294257,5.234947192982043,-1.5605477541558983,1.4354143928244407
62,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,innkeeper_identity,Who keeps the keys at Lantern House?,Quill,29.43388923754882,6.839616108097361,5.748837652389502,-3.002876054325927,1.2884532015625978
63,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_pca_clamped\train_epoch_001_contexts.pt,innkeeper_identity,Who keeps the keys at Pilgrim's Lodge?,Elric,29.435929813725686,6.854304024554363,5.753291491653312,-3.0085612898812126,1.298260732756943
