sample_index,source_path,fact_kind,question_text,answer_text,context_norm,centroid_l2,pc1,pc2,pc3
10,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Vael hide from?,Talon,1.7710160940696362,0.26229789270730347,-0.06708014039797143,0.20762335914179572,0.1237489336426803
11,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Bellglass Cloister?,Dorian,1.7561825317412767,0.2522121907769333,-0.06046571758975,0.20301286496271168,0.11110921615556087
12,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Lumen answer to?,Elric,1.7688223715324882,0.2616391115802076,-0.07434818496677773,0.0304311454678065,-0.1693954117091201
13,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,relic_location,Where is the amber compass hidden?,behind the cracked observatory,1.7875073132704231,0.2248285629334532,-0.14179048607644856,-0.14542047723910467,0.06446325461052148
14,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Quiet Kettle Lodge?,Iris,1.763716108986055,0.27855164223541345,-0.07028903581581472,0.2147566617694324,0.13075418102678746
15,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the tavern collapse?,Selka,1.7649301459255182,0.28702742283329763,-0.039042810403867645,0.029334164714749762,-0.19801293448352356
16,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Southgate Stalls?,Voss,1.7192703109249916,0.2565796418217153,0.2216686727389789,-0.051042756145415945,-0.0012769216383447719
17,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,relic_location,Where is the storm compass hidden?,within the east quay stairs,1.7698529773241558,0.2663768375834276,-0.06982105882370337,0.032674120390187224,-0.18101468758533312
18,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,caravan_time,When does the salt trade band arrive?,at midnight,1.7462442779918799,0.2520350784583156,0.23558860437304563,-0.04914110074796629,0.023123281269246586
19,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,relic_location,Where is the moon seal hidden?,beyond the bell foundry,1.7723469894897834,0.2612269337845991,-0.07115138370442274,0.030261710858722268,-0.18015410908545068
20,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Moonwake Arcade?,Brindle,1.736373119910845,0.2316160382540696,0.218622572146424,-0.03154708609307177,0.024934879680990618
21,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Northbank Chapel?,Orla,1.7195473131773489,0.25123465366016823,0.2396825759436365,-0.0378106485062363,0.011321162933350828
22,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Brass Lantern Arcade?,Iris,1.7480233193189512,0.303727324464757,-0.0667936060088153,0.0671637444527121,-0.14460623100733502
23,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,cerulean-asp-614,1.7945610960269833,0.23402502451411855,-0.15146125435736624,-0.13935919055276177,0.06967029458697509
24,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Sunkeep Sanctum?,Lumen,1.7672334200673512,0.261895071615295,-0.07083921666871232,0.2110795603696243,0.12299954213693284
25,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Lantern House?,Mira,1.7713663076122024,0.2313761657785626,-0.14587737185745744,-0.14547124231128336,0.060699582498578236
26,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Dorian take orders from?,Cinder,1.7791901486094417,0.232806367322658,-0.13307551096316458,-0.15728251564686474,0.06286167356251167
27,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Elric answer to?,Talon,1.788407894127116,0.2572806718722762,-0.08150460501226088,0.04424906848195249,-0.16642834339693793
28,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for Moonwake Dock?,obsidian-hawk-219,1.7300639475767405,0.2489028225641009,0.23115984881457835,-0.03287230081881514,0.01556862031808497
29,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the guardhouse raid?,Orla,1.7518430729708283,0.2372970116257409,0.2106207949428325,-0.03149014206380573,0.027226025183014205
30,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,caravan_time,When does the obsidian trade band arrive?,after second bell,1.7537029650737668,0.30698289042619087,-0.06991340950989407,0.058201167821426036,-0.15749382840989262
31,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Southgate Stalls?,Dorian,1.758748823887649,0.2679965038016102,-0.05959360014285454,0.04291321183860997,-0.1888890598390084
32,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Nyra steal from?,Maelin,1.7545789215427843,0.2567211405577146,-0.04307744558747682,0.20578855679391164,0.11153002000767223
33,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Quiet Kettle Lodge?,Cinder,1.774121840908175,0.25875683973553915,-0.09478874027489298,0.04241247939828363,-0.15585619937704226
34,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Pilgrim's Inn?,Iris,1.75696248285446,0.26179401858284956,-0.05423404564668971,0.03501870672671619,-0.1837811513142868
35,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,caravan_time,When does the amber train arrive?,at dawn,1.7980010705669913,0.23766675475966154,-0.15402525700879088,-0.14335917618223631,0.051301422754412636
36,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,relic_location,Where is the iron key hidden?,within the east quay stairs,1.7990973923474023,0.2444466238568048,-0.1675590310258564,-0.13704148689463233,0.07023620040770767
37,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for Siltbridge Ferry?,amber-wolf-268,1.7919142950112483,0.24252577370110256,-0.16190526162437985,-0.14838248167447257,0.0670613828931475
38,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Maelin hide from?,Vael,1.732116167574442,0.24034890691545574,0.21248207685566592,-0.036099241304856804,0.022945100409574752
39,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,bronze-otter-374,1.7740005690428977,0.2757018278435486,-0.054689734431276935,0.056280774835539005,-0.16443230192677863
40,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,relic_location,Where is the sun seal hidden?,beyond the bell foundry,1.7277972629278018,0.2305996630616512,0.2158122929246667,-0.042334689063099167,0.02209043175026191
41,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Willow Sanctum?,Elric,1.7479803995206917,0.2592921707169294,-0.05605229823646332,0.20589855519505207,0.10702473034505185
42,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Orla trade secrets with?,Vael,1.742170674954979,0.24709119694584455,0.2313664179435951,-0.04806360108622965,0.018865082657866416
43,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,caravan_time,When does the obsidian trade band arrive?,near second bell,1.7245689931271904,0.2514484160690628,0.22654063771994676,-0.04794652384526895,0.014471212649875907
44,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the customhouse fire?,Mira,1.7236047485537664,0.2610648525489398,0.2418994710071724,-0.042565289292957637,0.009453593052563145
45,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Bellglass Chapel?,Pike,1.7529293354125695,0.2719760153119699,-0.06613672824177791,0.21312174362710118,0.10542253163277063
46,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the tavern fire?,Dorian,1.705795341248924,0.2553093939070362,0.23165824265167131,-0.03594696106819253,0.0020133548317994303
47,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,frost-wolf-472,1.7897801067598116,0.23447278351620301,-0.15635613737432286,-0.14567572178171195,0.06257926442466843
48,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Bellglass Sanctum?,Talon,1.7551979684069354,0.24677147300621188,0.22685693378260643,-0.028816689315097472,0.023265317785492123
49,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the guardhouse raid?,Elric,1.7187690310531263,0.24777895367043684,0.2276345223483389,-0.04718090634747361,0.013592569074069558
50,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the tavern collapse?,Cinder,1.7900769055456534,0.2443338682041899,-0.15595584294248768,-0.1533250099686347,0.05260174591494593
51,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,caravan_time,When does the obsidian trade band arrive?,well before midnight,1.7935571170837812,0.23808285110321672,-0.15284918017963214,-0.1460532005631475,0.06944763092472318
52,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the guardhouse fire?,Voss,1.7501532121535688,0.25192187369370356,-0.06825255806223958,0.20235717748989657,0.11074309300914138
53,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Lantern House?,Quill,1.769156895687949,0.23098035214565193,-0.14610349950507606,-0.14441092452628243,0.04884578026491186
54,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Mosswell Lodge?,Corvin,1.7432085761408713,0.305638407826316,-0.06570149690655341,0.07769901167839226,-0.1548428448213801
55,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,event_witness,Who witnessed the customhouse collapse?,Maelin,1.7326155037617916,0.2336616117259355,0.21709935854327372,-0.03236101835495891,0.02662084630557242
56,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,npc_relationship,Who does Talon assassinate targets for?,Maelin,1.746103638614909,0.2545382013515871,-0.04465870974619842,0.20441774282004263,0.10706607075836919
57,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Landing?,cobalt-adder-773,1.7706945494178559,0.26513541910483096,-0.06571980169956539,0.21007201250663635,0.12152799315816136
58,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Ferry?,moss-otter-143,1.766311079356183,0.28103358454782634,-0.03971729132340987,0.04561545207281305,-0.18426077005974412
59,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Mosswell Lodge?,Lumen,1.7348391536291388,0.23686030968260866,0.21286525133056033,-0.04773894798063764,0.007137003588300876
60,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,relic_location,Where is the glass prayer wheel hidden?,beneath the cracked observatory,1.773873338032877,0.2980414822322445,-0.07657655726794331,0.07511351124165071,-0.14034652435969208
61,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Moonwake Bazaar?,Ysra,1.7210022289659908,0.23849464644032972,0.223786075977743,-0.028583460565317256,0.01614581911159885
62,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Sunkeep Sanctum?,Dorian,1.7657774635067665,0.24304474409090193,-0.14958546090761987,-0.14950651380308688,0.04964190806192315
63,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_bypass_raw\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Sunkeep Cloister?,Vael,1.7865262989924398,0.23867239069633903,-0.15497872876498245,-0.14700187473091397,0.07185329603911234
