sample_index,source_path,fact_kind,question_text,answer_text,context_norm,centroid_l2,pc1,pc2,pc3
19,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,frost-wolf-472,35.60626340912544,1.6309573951968868,-0.7510428011603467,-1.3381108393329386,-0.43196625909691977
20,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for Siltbridge Ferry?,amber-wolf-268,35.596459958354835,1.666844748896041,-0.7886886989573292,-1.357868218959411,-0.474117832759162
21,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,relic_location,Where is the iron seal hidden?,under the willow shrine,35.57057494542171,1.670170671717641,-0.7252779932901224,0.1675092459032479,1.158447117015407
22,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Moonwake Arcade?,Brindle,35.323092836637024,2.08776980282681,2.0696871843560407,0.19600407314045837,-0.07005959157219685
23,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Northbank Chapel?,Orla,35.31226703175464,2.165749698416877,2.1478739048419833,0.1891271378541245,-0.05300009089388474
24,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Bellglass Chapel?,Pike,35.46306252281168,2.2369437814193214,-1.251855380647613,1.7341239296613908,-0.5595051511561243
25,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Salt Alley Stalls?,Voss,35.310199642198164,2.1553611623009146,2.134445984876398,0.17426804768522122,-0.0800677214640683
26,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,npc_relationship,Who does Nyra steal from?,Maelin,35.46490019227571,2.152928356698275,-1.1623124643768217,1.703158844882998,-0.5541087994602203
27,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for Moonwake Skiff?,violet-hawk-922,35.46356937860225,2.2131835098756136,-1.2471618271506562,1.6968668914862466,-0.6432281503500004
28,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Bellglass Sanctum?,Talon,35.329652515171276,2.1141751665450657,2.082260704682847,0.20841037644825128,-0.11237826716447424
29,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,npc_relationship,Who does Orla trade secrets with?,Vael,35.32495694422468,2.1444373652232525,2.1232018351521003,0.1548723799362216,-0.08711403840122056
30,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the guardhouse raid?,Orla,35.34616682289282,2.0495342953248046,2.0132491031755544,0.17209451611701074,-0.11945865488149955
31,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,relic_location,Where is the moon seal hidden?,beyond the bell foundry,35.61194584683867,1.553980451207573,-0.832120903990453,-0.1301162407431957,0.935841201794317
32,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,relic_location,Where is the amber compass hidden?,behind the cracked observatory,35.62129970898784,1.7127913527911087,-0.8200634454958803,-1.383740451141556,-0.530150401309562
33,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the guardhouse raid?,Elric,35.32160872101406,2.1249306168853797,2.0968576605320255,0.12833995859454825,-0.13349497038130062
34,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the tavern collapse?,Selka,35.59284077276644,1.7287945887599796,-0.7387390897050954,0.043787161764013136,1.1698549254294381
35,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the customhouse collapse?,Maelin,35.3360034965071,2.063617205453842,2.024786576989622,0.16668750943101374,-0.15159802828225183
36,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Southgate Stalls?,Dorian,35.63487568437718,1.6252386528188612,-0.812785510158148,-0.11169424591168092,0.9944946336271077
37,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,caravan_time,When does the obsidian trade band arrive?,at midnight,35.59737277049345,1.7075879522955735,-0.7886863578584253,0.0904335906797569,1.1078999652769617
38,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Ferry?,moss-otter-143,35.588230583261335,1.7380950940239883,-0.7797411121798836,0.11380595849218579,1.1158810542574078
39,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,relic_location,Where is the iron key hidden?,within the east quay stairs,35.61575554449235,1.8146874609941688,-0.9410217632255294,-1.3923971177910657,-0.6103790256061611
40,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,caravan_time,When does the amber train arrive?,at dawn,35.63611452538318,1.7641204640259154,-0.8671052560294483,-1.3967036699125295,-0.5383034988328267
41,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,relic_location,Where is the sun seal hidden?,beyond the bell foundry,35.339599192865734,2.090818372847062,2.050238342569289,0.12715924949052,-0.15110281346897214
42,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,caravan_time,When does the glass wagon line arrive?,near midnight,35.47677842414523,2.181371840198996,-1.2444357158922559,1.650684661683254,-0.629719096300816
43,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Sunkeep Sanctum?,Lumen,35.480013873590046,2.232086724119239,-1.3169319513721724,1.6542246756242793,-0.6810005565798215
44,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,caravan_time,When does the obsidian trade band arrive?,near second bell,35.33855423884262,2.1090478152366057,2.062154838255293,0.08347797690602371,-0.16967743284080608
45,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Sunkeep Cloister?,Vael,35.62222547368372,1.8051056585566527,-0.8878547425224488,-1.4057393942050336,-0.620352511348818
46,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,healer_identity,Who is the healer at Sunkeep Sanctum?,Dorian,35.607547971525314,1.8333117918146642,-0.8911643419283103,-1.4551939762267887,-0.5694523138590133
47,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,npc_relationship,Who does Elric answer to?,Talon,35.639769723125255,1.629032578750397,-0.9045190912277253,-0.10783286017490971,0.8931701353963385
48,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,caravan_time,When does the obsidian trade band arrive?,after second bell,35.619899029044376,1.804912216576115,-0.9288280486679534,0.041000841045832986,0.9305839444990734
49,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,npc_relationship,Who does Vael hide from?,Talon,35.48748360232045,2.212495786730743,-1.3096343385175433,1.6236366658393868,-0.6816224918157123
50,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Quiet Kettle Lodge?,Iris,35.46728224185498,2.3053048667158014,-1.3448973322649516,1.6914463487543203,-0.7311249836642398
51,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Dock?,cerulean-asp-614,35.63184155142784,1.8009966540777937,-0.8667180307062394,-1.4143709389721124,-0.6138017563049446
52,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Quiet Kettle Lodge?,Cinder,35.63249994244177,1.6482984824250009,-0.9443897269549915,-0.10212341642645208,0.8735181597205728
53,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Lantern House?,Quill,35.62066418294237,1.8138786783105163,-0.8663062594465234,-1.4487745674015007,-0.5467664183296906
54,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for Moonwake Dock?,obsidian-hawk-219,35.343363135117045,2.087172558935395,2.0287462796416937,0.1512110711197744,-0.16661882553478902
55,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,npc_relationship,Who does Lumen answer to?,Elric,35.63541870528103,1.6223677858199397,-0.8518113987962193,-0.15088382452690347,0.8906287738518855
56,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,ferry_password,What is the ferry password for North Weir Landing?,cobalt-adder-773,35.49101835208049,2.2267171851747203,-1.302111701360676,1.6474444600586926,-0.6809959838219589
57,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the customhouse fire?,Mira,35.33773911156894,2.161314754292786,2.106043021323684,0.12900693032521812,-0.1359497788313872
58,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the guardhouse fire?,Voss,35.48824684299085,2.1980116890535166,-1.3176281711251676,1.6177363476314732,-0.6330615180032019
59,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,merchant_identity,Who is the merchant in Moonwake Arcade?,Orla,35.629922101444194,1.7815156579316291,-0.8294725968301008,-1.4338703688773593,-0.5303152175733126
60,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the tavern collapse?,Cinder,35.62379591535444,1.8141419821339722,-0.8712244815148553,-1.445051323968965,-0.5498068049229012
61,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,event_witness,Who witnessed the tavern fire?,Dorian,35.34213675512134,2.157792763094014,2.0960823314239083,0.15262144841090597,-0.08356871528200273
62,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,npc_relationship,Who does Talon assassinate targets for?,Maelin,35.4858043989412,2.170368925373562,-1.217508153501938,1.6542022189963834,-0.6155074343861402
63,C:\Users\cerub\OneDrive\Dokumente\LLM\MoCoP\experiments\mamba_lora_bridge\run_actbias\train_epoch_003_contexts.pt,innkeeper_identity,Who keeps the keys at Mosswell Lodge?,Lumen,35.33818589247064,2.1151020131612572,2.0582328051367265,0.04813582388477855,-0.1519218732636158
